92-U-233(n,total fission) ENDF/B-VII.1
323.584,5.56011
323.665,5.71345
323.77,6.29076
323.892,7.4051
324.05,9.43653
324.213,12.2609
324.464,17.8032
324.775,24.6022
325.266,32.8292
325.487,38.8134
325.719,48.3688
325.983,63.1871
326.229,76.9199
326.371,80.052
326.383,80.0548
326.52,77.1737
326.709,66.7502
327.069,42.5494
327.212,35.229
327.322,31.333
327.432,29.0588
327.592,27.9471
327.617,27.9296
327.776,28.0615
327.935,27.4096
328.075,25.3037
328.287,19.8786
328.442,15.8645
328.542,13.9481
328.641,12.7567
328.734,12.3574
328.823,12.6579
328.913,13.6881
329.012,15.7871
329.111,18.9537
329.289,26.6432
329.412,31.8327
329.519,34.6782
329.59,35.2565
329.692,34.159
329.825,30.1696
330.057,21.485
330.202,17.3984
330.335,14.9329
330.457,13.7036
330.576,13.3474
330.737,13.8484
331.039,15.4027
331.135,15.5499
331.312,15.1429
331.528,13.6242
331.84,10.9675
331.983,10.2811
332.135,10.1082
332.287,10.4579
332.46,11.487
332.591,12.9317
332.705,14.9488
332.817,18.0277
332.936,22.7358
333.101,31.526
333.3,42.237
333.404,46.0319
333.548,48.2759
333.586,48.2927
333.754,45.9563
333.929,39.8653
334.238,24.9234
334.332,21.4901
334.426,19.238
334.52,18.1169
334.614,17.8136
334.717,17.8758
334.882,17.4285
334.991,16.2051
335.168,12.8898
335.364,8.97372
335.488,7.13257
335.604,5.96821
335.708,5.30478
335.796,4.95426
335.921,4.69911
336.004,4.6476
336.18,4.80584
336.313,5.19431
336.433,5.83034
336.559,6.91866
336.686,8.55617
336.854,11.5358
337.035,14.8557
337.162,16.2894
337.241,16.5491
337.344,16.143
337.646,13.1153
337.741,12.7828
337.826,13.0534
337.939,14.3394
338.063,16.9521
338.223,21.7955
338.486,30.6709
338.608,33.294
338.705,34.0334
338.819,33.2489
339.1,27.3335
339.209,26.284
339.301,27.2425
339.392,30.2265
339.508,36.4973
339.681,46.5197
339.777,49.3963
339.808,49.6186
339.91,47.8052
340.022,42.174
340.254,27.075
340.348,22.4965
340.439,19.2729
340.553,16.7358
340.668,15.3277
340.882,14.1038
341.16,12.7003
341.376,10.643
341.62,7.98604
341.759,7.02426
341.863,6.75804
341.966,6.93091
342.07,7.57723
342.174,8.75521
342.278,10.5452
342.399,13.4726
342.617,20.3834
342.757,24.518
342.886,26.8295
342.981,27.3113
343.146,26.1108
343.454,22.354
343.901,19.7473
344.194,17.1255
344.323,16.7744
344.547,17.1226
344.713,16.4977
344.94,14.5225
345.014,14.3335
345.115,14.9592
345.214,16.6545
345.498,24.1715
345.617,25.6624
345.635,25.7033
345.705,25.3857
345.824,23.2791
346.134,14.382
346.265,11.5153
346.397,9.55053
346.528,8.27144
346.676,7.35551
346.842,6.75567
347.024,6.52694
347.159,6.72596
347.307,7.44126
347.484,8.94474
347.693,10.765
347.836,11.2381
347.972,10.9003
348.254,9.17039
348.41,8.65066
348.462,8.617
348.622,8.95207
349.078,11.4067
349.293,11.769
349.611,11.3058
350.156,9.8229
350.34,9.65548
350.536,9.93221
350.736,10.953
351.026,13.6004
351.263,15.7196
351.5,16.7968
351.962,17.5392
352.157,17.0181
352.33,15.3218
352.739,8.78209
352.854,7.42749
352.971,6.50135
353.054,6.11871
353.162,5.95916
353.276,6.22823
353.367,6.79319
353.491,8.08184
353.777,11.9473
353.904,12.8631
353.95,12.9534
354.106,12.4104
354.362,10.5687
354.507,10.1916
354.637,10.6446
354.777,12.0662
355.038,15.8315
355.161,16.5529
355.165,16.553
355.269,15.9921
355.398,13.996
355.642,9.0256
355.751,7.32696
355.863,6.11638
355.975,5.35466
356.105,4.85433
356.234,4.60622
356.386,4.53056
356.539,4.67524
356.691,5.10925
356.816,5.76628
356.952,6.88235
357.096,8.59758
357.32,12.1607
357.51,15.0187
357.649,16.0927
357.699,16.1723
357.847,15.4691
358.189,11.6916
358.314,11.0238
358.366,10.9702
358.522,11.5014
358.799,13.0973
358.875,13.2357
359.069,12.8361
359.36,11.2154
359.555,9.43752
359.907,5.17987
360.03,4.03269
360.138,3.31774
360.246,2.85005
360.361,2.55477
360.534,2.349
360.753,2.28166
361.08,2.34698
361.452,2.57077
361.837,2.97277
362.141,3.46813
362.36,4.03065
362.522,4.71312
362.664,5.66005
362.786,6.84291
362.918,8.58329
363.087,11.5037
363.271,15.5888
363.607,24.3389
363.75,26.7426
363.827,27.1201
363.951,26.1932
364.124,22.5571
364.301,18.4664
364.393,17.0423
364.506,16.2936
364.528,16.2773
364.618,16.6408
364.753,18.3883
364.891,21.5749
365.028,26.2182
365.198,33.9805
365.508,50.0811
365.656,54.3247
365.723,54.7774
365.869,52.655
366.212,41.3662
366.328,39.2221
366.439,38.7222
366.605,40.5989
366.839,46.9445
367.122,54.8693
367.269,56.3905
367.387,55.329
367.521,51.2253
367.688,42.5422
367.936,27.8391
368.055,22.3214
368.16,18.8629
368.26,16.7468
368.355,15.6508
368.511,15.1388
368.96,15.886
369.292,15.3832
369.822,14.1496
369.989,14.035
370.265,14.5143
370.456,15.701
370.6,17.3977
370.744,20.165
370.891,24.5188
371.044,31.031
371.247,42.4758
371.521,58.2453
371.69,64.0279
371.843,65.5917
372.244,62.7656
372.428,57.7074
372.619,47.5961
372.901,29.542
373.038,22.6615
373.131,19.1851
373.237,16.4246
373.308,15.2379
373.399,14.4486
373.444,14.3356
373.542,14.7575
373.639,16.176
373.719,18.2927
373.81,21.9379
373.904,27.2753
374.016,35.7545
374.244,55.3949
374.353,61.7315
374.447,63.5529
374.55,61.2134
374.682,52.9685
374.922,33.979
375.037,27.2628
375.14,23.2738
375.253,20.8655
375.379,20.012
375.397,20.0061
375.574,20.8131
375.841,22.1996
375.921,22.2648
376.325,21.56
376.471,20.1709
376.638,17.0428
376.88,11.5708
377.007,9.4099
377.127,8.09697
377.246,7.40199
377.342,7.211
377.47,7.37081
377.597,7.93119
377.818,9.56918
378.023,11.1328
378.197,11.7379
378.218,11.7404
378.346,11.4115
378.51,10.2677
378.841,7.23706
379.012,6.10422
379.155,5.48219
379.382,4.9134
379.859,4.11035
380.264,3.66418
380.559,3.21277
380.637,3.18297
380.737,3.26249
380.837,3.50129
380.947,3.96896
381.056,4.6819
381.175,5.78101
381.296,7.33278
381.433,9.66746
381.625,13.8992
381.861,19.2584
381.994,21.2312
382.126,21.8662
382.281,20.9943
382.563,17.9936
382.648,17.6607
382.733,17.8701
382.866,19.3449
383.066,23.5484
383.292,28.2234
383.436,29.4087
383.451,29.4176
383.607,28.2023
383.785,24.5664
384.051,18.2507
384.172,16.2347
384.293,15.0872
384.41,14.84
384.556,15.6565
384.717,17.8157
385.103,24.9827
385.247,26.169
385.378,25.3543
385.511,22.5511
385.826,12.492
385.929,9.93424
386.03,8.13162
386.118,7.09046
386.22,6.32461
386.323,5.8705
386.528,5.38239
386.769,5.11183
386.818,5.10598
386.917,5.18186
387.061,5.57687
387.2,6.3209
387.476,8.1236
387.615,8.51541
387.655,8.51787
387.798,8.14851
388.174,6.09218
388.278,5.76757
388.346,5.69021
388.479,5.87829
388.641,6.6136
388.837,7.9608
389.019,9.74904
389.325,13.5775
389.491,14.7883
389.729,15.555
389.866,16.8995
389.993,19.4948
390.162,24.8736
390.353,31.3934
390.496,34.3989
390.582,34.8077
390.709,33.4199
391.076,23.7808
391.176,22.2179
391.283,21.5555
391.391,21.7667
392.148,27.7367
392.554,32.2214
392.713,35.5507
392.847,40.1931
393.195,56.9225
393.336,60.2197
393.364,60.2914
393.486,58.1679
393.656,50.0951
393.891,36.6483
394.037,30.4721
394.161,26.8226
394.358,22.9387
394.604,19.7694
394.802,18.3862
394.851,18.2944
394.999,18.9079
395.146,21.0237
395.494,28.4118
395.691,30.4077
396.226,33.3326
396.395,32.2544
396.558,28.8688
396.941,16.9443
397.082,13.5257
397.199,11.4755
397.34,9.82505
397.471,8.85202
397.603,8.22939
397.838,7.63875
398.073,7.51273
398.26,7.75064
398.448,8.39022
398.657,9.72684
398.956,12.2769
399.105,12.9167
399.13,12.926
399.271,12.3706
399.439,10.5742
399.684,7.50486
399.824,6.23928
399.965,5.41871
400.129,4.82583
400.401,4.19274
400.743,3.64267
401.085,3.31412
401.474,3.19354
401.855,3.30188
402.054,3.52684
402.199,3.874
402.317,4.3447
402.455,5.1862
402.592,6.40058
402.763,8.43904
403.02,12.3624
403.391,18.2715
403.627,20.8768
403.815,21.6124
403.994,21.1134
404.267,18.6885
404.847,11.6663
405.051,9.87144
405.247,8.84083
405.412,8.5475
405.581,8.76232
405.977,10.2094
406.104,10.379
406.261,10.0425
406.433,8.98391
406.751,6.40046
406.855,5.79864
407.001,5.35384
407.082,5.30577
407.249,5.56835
407.701,7.13606
407.831,7.2952
407.982,7.09015
408.241,6.02244
408.417,5.29453
408.56,4.97058
408.62,4.92947
408.74,5.02865
408.865,5.39228
409.016,6.17305
409.358,8.47325
409.497,8.87188
409.509,8.87435
409.632,8.58023
409.782,7.51473
410.065,4.8623
410.19,3.99888
410.303,3.50112
410.407,3.24003
410.552,3.10841
410.591,3.10518
410.778,3.23769
410.931,3.5469
411.081,4.07744
411.308,5.26515
411.625,7.03356
411.849,7.89022
412.145,8.43598
412.206,8.46209
412.431,8.21921
412.671,7.32532
413.083,5.29194
413.277,4.63596
413.459,4.25521
413.695,4.01301
413.84,3.97158
414.095,4.07558
414.322,4.3941
414.492,4.83987
414.635,5.42079
414.798,6.44823
414.948,7.87775
415.097,9.93338
415.261,12.9619
415.589,19.9231
415.756,22.3316
415.953,23.5651
416.278,24.0618
416.504,23.3117
416.895,20.0033
417.223,18.0085
417.373,16.0888
417.75,9.17867
417.878,7.40155
417.993,6.32301
418.118,5.63623
418.234,5.3192
418.436,5.16508
418.694,5.35414
418.853,5.71242
419.082,6.64136
419.41,8.25641
419.556,8.51408
419.71,8.2075
420.083,6.28833
420.233,5.81031
420.353,5.68376
420.492,5.81854
420.626,6.23827
420.775,7.07201
420.947,8.5469
421.353,13.2934
421.491,14.3001
421.556,14.4629
421.699,14.0014
421.872,12.2219
422.117,9.17607
422.248,8.04008
422.38,7.40467
422.47,7.2656
422.595,7.45568
422.729,8.20026
422.861,9.53658
423.038,12.1615
423.267,15.6809
423.436,17.1706
423.835,18.4634
424.234,21.6049
424.297,21.7247
424.425,21.2288
424.586,19.2275
424.985,11.6624
425.121,9.73557
425.229,8.7308
425.358,8.10654
425.491,7.94853
425.585,7.9596
425.777,7.74014
425.967,6.85051
426.152,5.822
426.242,5.521
426.288,5.45721
426.375,5.52061
426.486,5.96528
426.614,6.92117
426.965,10.3633
427.199,11.8917
427.738,14.3289
427.916,14.6127
428.121,14.109
428.314,12.7078
428.764,7.81981
428.926,6.51928
429.128,5.4203
429.321,4.70491
429.562,4.10074
429.739,3.84285
429.896,3.76499
430.057,3.85672
430.25,4.25088
430.443,5.0005
430.756,6.54944
430.927,6.99536
430.97,7.01816
431.132,6.78804
431.575,5.24362
432.014,4.10517
432.307,3.58987
432.558,3.38742
432.663,3.36047
432.894,3.44582
433.083,3.73338
433.264,4.25495
433.541,5.47047
433.829,6.80786
434.085,7.55928
434.725,8.16268
434.96,8.72546
435.102,9.42597
435.251,10.7942
435.35,12.3095
435.45,14.502
435.568,18.1201
435.877,30.0057
435.986,32.5991
436.058,33.1632
436.172,32.0322
436.31,28.0353
436.534,20.2693
436.637,17.7987
436.741,16.2903
436.917,15.103
437.162,13.6169
437.43,11.5848
437.584,11.2339
437.919,11.7837
438.052,11.559
438.347,10.3542
438.466,10.1835
438.586,10.4454
438.804,11.846
438.954,12.8053
439.042,13.0188
439.177,12.5551
439.318,11.0834
439.573,7.54972
439.685,6.45746
439.784,5.93464
439.843,5.82879
439.962,6.02247
440.121,6.87731
440.351,8.37368
440.496,8.87781
440.542,8.90898
440.694,8.54307
440.858,7.48361
441.145,5.19222
441.278,4.38811
441.397,3.90086
441.517,3.64412
441.596,3.60001
441.716,3.73388
441.835,4.14372
441.952,4.87374
442.082,6.09784
442.386,9.8297
442.507,10.7139
442.576,10.8509
442.675,10.535
442.811,9.31744
443.064,6.41411
443.173,5.49619
443.308,4.72655
443.503,4.04284
443.818,3.32014
444.235,2.64792
444.411,2.46769
444.516,2.43417
444.613,2.47362
444.741,2.64464
444.888,3.02796
445.012,3.53294
445.159,4.38688
445.305,5.57998
445.444,7.09919
445.579,9.05123
445.695,11.3263
445.819,14.5784
445.949,19.1096
446.235,30.7978
446.359,34.225
446.476,35.2667
446.585,34.2731
446.775,29.5399
447.053,21.6422
447.289,16.4245
447.472,13.497
447.611,12.1147
447.75,11.4365
448.078,10.6473
448.23,9.62496
448.58,5.97054
448.688,5.17258
448.776,4.82883
448.821,4.77351
448.91,4.91535
449.0,5.39001
449.104,6.32481
449.411,10.1326
449.519,11.0475
449.619,11.3461
449.735,10.9472
449.888,9.46676
450.125,6.67982
450.274,5.39801
450.427,4.48138
450.644,3.54679
450.809,3.03396
450.954,2.76365
451.093,2.66808
451.265,2.71373
451.732,3.04671
451.865,3.0687
452.168,2.94466
452.612,2.62622
452.842,2.55992
453.073,2.62514
453.329,2.89801
453.649,3.52756
453.941,4.04455
454.504,4.39951
455.026,5.10417
455.117,5.14011
455.325,5.01046
455.749,4.20488
455.91,4.07393
456.037,4.16116
456.195,4.50992
456.452,5.45955
456.762,6.95357
457.011,8.61686
457.263,11.0092
457.651,15.2265
457.852,16.4801
457.977,16.6794
458.224,16.5064
458.389,17.1757
458.531,18.962
458.86,25.2508
458.996,26.2521
459.125,25.2906
459.274,22.1233
459.532,15.1832
459.667,12.4535
459.779,10.9682
459.901,10.0371
460.013,9.62984
460.165,9.48968
460.502,9.62561
460.753,9.30228
461.026,8.27454
461.395,6.65357
461.595,6.20193
461.695,6.13978
462.076,6.34753
462.265,6.15236
462.47,5.45685
462.792,4.00178
462.905,3.63615
463.018,3.42329
463.119,3.37705
463.219,3.47081
463.342,3.782
463.466,4.31357
463.626,5.32218
463.964,8.15282
464.46,12.3574
464.784,15.3866
464.969,16.1595
464.99,16.1688
465.162,15.6992
465.443,14.2465
465.533,14.0589
465.708,14.3543
466.166,16.4598
466.669,17.5305
467.138,20.6154
467.218,20.7118
467.357,19.8258
467.491,17.6631
467.787,11.1517
467.904,9.32627
467.993,8.47646
468.101,8.05235
468.139,8.04472
468.254,8.39868
468.397,9.50414
468.57,11.6193
468.921,16.8205
469.087,18.1201
469.152,18.2332
469.299,17.7554
469.654,15.1805
470.181,12.9645
470.448,11.0206
470.793,8.23981
470.948,7.40886
471.098,7.07189
471.111,7.06952
471.248,7.35143
471.363,8.06211
471.496,9.45298
471.836,14.1622
471.978,15.1786
472.011,15.2299
472.133,14.7322
472.272,12.9962
472.575,7.73343
472.684,6.29597
472.774,5.45449
472.86,4.92915
472.924,4.69498
473.051,4.52793
473.197,4.65397
473.468,5.30706
473.664,6.10026
473.808,7.03313
473.946,8.36529
474.072,10.0532
474.223,12.7629
474.546,20.2067
474.74,24.239
474.938,26.8267
475.174,27.9173
475.198,27.921
475.422,26.8729
475.654,23.6641
475.982,18.2467
476.256,15.1645
476.447,13.7707
476.605,13.3307
476.745,13.6609
477.108,15.9001
477.247,16.1562
477.595,15.6225
477.894,15.9253
478.063,15.5183
478.231,14.123
478.525,10.6834
478.646,9.68817
478.791,9.1707
478.815,9.15393
479.177,9.74105
479.327,9.42201
479.521,8.16993
479.712,6.87969
479.826,6.59013
479.922,6.84392
479.994,7.4094
480.079,8.53928
480.163,10.2284
480.264,13.0526
480.382,17.3472
480.713,31.7432
480.867,36.1984
480.991,37.405
481.135,36.0726
481.36,30.3176
481.612,23.4684
481.792,20.2036
481.936,18.6554
482.117,17.7377
482.258,17.5796
482.801,18.4435
483.117,17.545
483.359,16.7635
483.536,16.986
483.882,18.6162
484.016,18.8897
484.278,18.1901
484.863,14.5361
485.142,12.6741
485.313,12.277
485.673,12.8981
485.83,12.4508
486.015,10.8925
486.275,8.23611
486.397,7.45097
486.524,7.12731
486.556,7.12128
486.705,7.39992
487.103,9.13098
487.268,10.1777
487.424,11.7456
487.566,13.874
487.738,17.5274
487.939,23.1696
488.354,36.4425
488.561,41.2105
488.75,42.829
488.915,41.4961
489.104,37.0776
489.545,22.9666
489.73,18.3821
489.916,14.9865
490.102,12.5511
490.303,10.7326
490.519,9.51057
490.715,8.9247
491.683,8.12535
491.859,8.44562
492.033,9.31786
492.252,11.1588
492.485,13.2864
492.671,14.2186
492.721,14.2726
492.909,13.7147
493.388,10.0497
493.581,9.07901
493.788,8.65116
493.929,8.86269
494.047,9.58202
494.15,10.7914
494.258,12.7993
494.398,16.5099
494.65,24.1286
494.78,26.4794
494.847,26.8429
494.963,25.9744
495.089,23.2014
495.401,13.7156
495.529,10.7324
495.636,8.95596
495.737,7.78492
495.837,7.04938
495.969,6.59693
496.011,6.56863
496.118,6.73705
496.248,7.37661
496.615,10.3268
496.748,10.7103
496.865,10.3341
496.999,9.1174
497.276,5.63367
497.378,4.66046
497.449,4.18187
497.544,3.81377
497.639,3.72634
497.733,3.86479
497.883,4.38592
498.14,5.53144
498.308,6.06452
498.463,6.23959
498.627,6.06691
498.898,5.23525
499.178,4.29933
499.353,3.91567
499.537,3.74942
499.566,3.74564
499.771,3.89017
499.946,4.2465
500.171,5.00431
500.477,6.49421
500.922,9.21307
501.19,11.4504
501.65,15.8321
501.853,17.9425
502.004,20.7557
502.178,25.7641
502.387,31.961
502.512,33.8495
502.562,33.9938
502.698,32.5596
502.851,28.4565
503.133,19.5451
503.291,15.9388
503.441,13.6301
503.65,11.6095
504.205,7.55399
504.327,7.01415
504.416,6.87272
504.555,7.09747
504.735,8.02798
505.442,13.4184
506.128,17.7619
506.325,18.1864
506.577,17.6264
507.133,14.6979
507.245,14.5373
507.411,14.8726
507.772,16.2058
507.808,16.219
508.013,15.5843
508.276,13.3656
508.722,8.54024
508.91,7.03565
509.091,6.1414
509.329,5.53348
509.657,5.09227
509.747,5.07911
509.91,5.31962
510.048,5.92546
510.18,6.97268
510.307,8.45777
510.5,11.476
510.71,14.7685
510.865,16.152
510.937,16.3036
511.08,15.6158
511.242,13.5561
511.514,9.33224
511.635,7.96754
511.761,7.1061
511.871,6.77899
511.936,6.73442
512.125,7.02201
512.337,7.88792
512.505,9.07865
512.694,11.0707
513.084,15.9134
513.332,17.8325
513.798,19.97
513.896,20.0829
514.067,19.2301
514.232,16.9368
514.534,11.3812
514.632,10.0456
514.759,8.96907
514.912,8.44764
515.327,7.97228
515.705,7.27915
515.82,7.23258
516.244,7.53019
516.51,8.04227
516.726,9.00416
516.88,10.1899
517.086,12.4991
517.693,20.9082
518.021,24.039
518.688,27.4298
518.738,27.4793
518.961,26.5715
519.208,23.4142
519.534,18.3455
519.676,17.0046
519.786,16.626
519.923,17.0548
520.138,19.2808
520.371,21.8308
520.496,22.2874
520.678,21.4829
520.925,19.7888
520.961,19.7616
521.086,20.493
521.217,22.6746
521.502,29.0411
521.632,30.1236
521.769,28.9438
521.933,25.0237
522.225,16.5565
522.382,12.9642
522.567,9.72111
522.725,7.60921
522.853,6.42672
522.953,5.90164
523.055,5.74188
523.157,5.94366
523.289,6.62417
523.616,8.84252
523.763,9.36575
523.849,9.43065
524.058,9.01519
524.271,8.5085
524.322,8.48942
524.492,8.85972
524.894,11.026
525.116,11.4834
525.165,11.491
525.799,11.0957
526.254,9.63257
526.324,9.5376
526.463,9.69857
526.603,10.4285
526.796,12.2495
527.08,15.2772
527.274,16.4171
527.92,17.5269
528.943,19.5466
529.263,18.7106
529.57,17.7325
529.779,18.2499
530.109,19.9103
530.152,19.9362
530.322,19.1535
530.513,16.7283
530.785,12.6889
530.901,11.6123
531.028,11.1976
531.113,11.404
531.267,12.638
531.583,16.3142
531.733,17.0139
531.747,17.0174
531.901,16.3637
532.143,13.6389
532.406,10.4566
532.594,8.77512
532.747,7.85032
532.924,7.27859
533.033,7.18688
533.235,7.46674
533.476,8.36582
533.724,9.78957
533.943,11.7062
534.159,14.5009
534.524,20.0993
534.717,21.7607
534.83,22.0032
535.142,20.9725
535.741,18.3212
536.162,16.148
536.279,15.9444
536.547,16.3103
537.07,18.1617
537.293,19.9813
537.627,24.0942
537.781,24.8577
537.926,24.003
538.092,21.1926
538.42,13.7475
538.555,11.4914
538.659,10.372
538.769,9.78125
538.838,9.69073
538.976,10.0318
539.357,12.1808
539.487,12.4119
539.63,12.0752
539.848,10.6476
540.043,9.17922
540.197,8.40578
540.348,8.16563
540.511,8.48344
540.974,10.7654
541.112,11.0094
541.26,10.6243
541.419,9.39892
541.787,5.17191
541.888,4.26399
541.984,3.63312
542.081,3.21153
542.162,3.00932
542.29,2.90859
542.435,3.01236
542.871,3.73053
543.049,3.83107
543.455,3.60955
543.638,3.72224
543.785,4.06915
543.932,4.67439
544.138,5.91482
544.529,8.95206
544.741,11.0008
544.913,13.3283
545.107,17.0086
545.484,25.4956
545.695,28.4738
545.965,29.6131
546.206,30.3848
546.678,34.639
546.733,34.7232
546.896,33.6308
547.133,29.149
547.39,23.9395
547.57,21.8616
547.712,21.3503
547.903,22.0257
548.226,24.396
548.327,24.5444
548.492,23.5122
548.706,20.089
548.974,15.0704
549.142,12.9077
549.305,11.7852
549.77,10.2097
550.088,8.63478
550.291,8.08683
550.474,7.96708
551.058,8.27334
551.701,9.09346
551.744,9.10233
551.994,8.7714
552.368,7.43879
552.533,7.20566
552.613,7.28779
552.796,7.94562
553.061,9.23361
553.185,9.45154
553.342,9.07836
553.531,7.81195
553.802,5.67897
553.956,4.8648
554.11,4.44251
554.246,4.34407
554.383,4.44155
554.625,4.94001
555.104,6.27347
555.366,6.5777
555.477,6.59192
555.526,6.59153
555.788,6.79342
555.932,7.25829
556.107,8.29038
556.466,11.2079
556.597,11.9182
556.709,12.116
556.879,11.5986
557.108,9.77722
557.337,7.88542
557.481,7.17928
557.639,6.95338
557.797,7.19837
558.448,9.45757
558.613,10.497
558.778,12.2457
558.963,15.1527
559.251,20.3624
559.431,22.5318
559.575,23.0731
559.771,22.1984
560.191,18.6485
560.515,17.673
560.861,16.9757
561.074,15.7115
561.288,13.3449
561.693,7.41083
561.847,5.64424
561.971,4.5891
562.098,3.81999
562.234,3.27628
562.369,2.93939
562.548,2.70417
562.68,2.65323
562.812,2.70744
562.955,2.91093
563.12,3.37945
563.285,4.13215
563.474,5.33711
563.671,6.98965
563.877,9.24161
564.32,15.2367
564.478,16.6853
564.657,17.2031
565.119,16.0738
565.148,16.0678
565.45,16.3129
565.681,15.8209
566.334,11.9617
566.501,11.5964
566.6,11.8077
566.736,12.7697
566.917,15.1251
567.208,19.4087
567.387,20.6862
567.462,20.7746
567.703,19.7773
568.109,17.3846
568.235,17.1052
568.397,17.3495
568.666,19.2421
568.908,20.8117
568.955,20.8665
569.104,20.2564
569.299,17.8643
569.603,13.2335
569.777,11.496
569.984,10.4861
570.51,9.33032
570.871,8.10805
571.097,7.75474
571.118,7.75393
571.262,7.91716
571.467,8.65399
571.662,9.90601
571.847,11.7271
572.03,14.4011
572.496,23.5421
572.637,25.1215
572.77,25.487
573.161,23.8392
573.317,24.4936
573.681,28.8461
573.785,29.3387
573.956,28.3684
574.134,25.2827
574.529,16.4433
574.685,13.8363
574.85,12.093
575.039,11.182
575.316,10.229
575.493,8.94102
575.847,5.51808
575.997,4.41635
576.131,3.74877
576.264,3.33737
576.376,3.14441
576.558,3.03605
576.765,3.11959
577.075,3.52118
577.816,5.06299
578.182,5.50959
578.831,5.69296
579.082,5.9659
579.354,6.52121
579.577,7.31565
579.75,8.42533
579.911,10.0846
580.137,13.3963
580.354,16.4602
580.502,17.4873
580.551,17.5455
580.71,16.7943
581.13,11.8556
581.254,10.8798
581.391,10.3449
581.445,10.2859
581.608,10.5732
581.771,11.4624
582.003,13.5962
582.302,17.4933
582.762,24.0876
583.046,26.6154
583.193,26.985
583.413,26.1225
583.703,22.8493
584.226,15.8125
584.673,10.8887
584.836,9.48565
584.971,8.65475
585.134,8.19883
585.168,8.1901
585.261,8.33704
585.38,8.91499
585.531,10.3213
585.73,13.1859
585.973,16.9959
586.097,18.3147
586.245,18.8345
586.395,18.1633
586.769,14.378
586.944,13.4908
586.993,13.4601
587.142,13.9831
587.29,15.347
587.798,22.4796
587.978,23.9673
588.092,24.2633
588.286,23.568
588.538,20.8158
589.121,11.9806
589.301,9.9543
589.447,8.99396
589.558,8.76225
589.685,9.01082
590.048,10.8788
590.194,11.1305
590.407,10.6212
590.786,9.07444
590.95,8.82221
591.066,8.99279
591.175,9.59415
591.283,10.8367
591.381,12.6933
591.481,15.4401
591.617,20.4977
591.901,32.9417
592.039,37.0892
592.168,38.4764
592.304,37.306
592.529,31.7858
592.901,21.6994
593.143,16.4631
593.264,14.5577
593.413,13.1334
593.572,12.5372
593.849,11.881
594.016,10.6912
594.373,7.05812
594.525,6.03126
594.692,5.4604
594.874,5.24755
595.386,4.87194
595.87,4.49297
596.069,4.45348
596.354,4.55927
596.636,4.90902
596.92,5.62267
597.211,6.83576
597.661,9.06615
597.901,9.67019
598.009,9.72639
598.365,9.54373
598.669,9.93845
599.049,10.7349
599.114,10.7532
599.506,10.3597
599.683,10.6065
599.925,11.8538
599.963,12.1074
600.0,12.3661
600.0,13.0653
682.5,15.106
765.0,11.1851
872.5,13.7075
990.0,8.72973
1125.0,10.1187
1250.0,8.20414
1340.0,10.9581
1410.0,7.34554
1470.0,9.41883
1585.0,7.72234
1735.0,7.78682
1880.0,8.21871
2107.5,6.94827
2519.58,6.64504
2522.5,6.6429
3015.72,6.23168
3120.0,6.14474
3730.05,5.64904
4459.39,5.0564
4475.0,5.04372
5350.0,4.76963
6250.0,4.4877
7275.0,4.26679
7775.0,4.16733
8350.0,4.06235
9350.0,3.90279
11000.0,3.69392
13150.8,3.49012
13500.0,3.45704
16139.7,3.28092
17500.0,3.19016
20921.8,3.03397
22500.0,2.96192
26899.4,2.8282
27500.0,2.80994
32500.0,2.70735
40000.0,2.59702
40000.0,2.59697
70000.0,2.34779
110000.0,2.1968
200000.0,2.1403
250000.0,2.14634
320000.0,2.11702
500000.0,1.9465
875000.0,1.83402
2100000.0,1.96279
5000000.0,1.5671
5500000.0,1.5201
5800000.0,1.56668
6150000.0,1.72622
6500000.0,1.9344
7850000.0,2.24327
8400000.0,2.29863
1.19E7,2.17406
1.575E7,2.44713
2.2E7,2.2428
2.4E7,2.2763
3.0E7,2.2063

