95-Am-241(n,total fission) ENDF/B-VII.1
137.275,0.112153
137.311,0.122018
137.359,0.142652
137.424,0.182891
137.516,0.244507
137.576,0.268668
137.606,0.272024
137.659,0.261963
137.719,0.228672
137.863,0.113045
137.908,0.0832365
137.946,0.0630076
137.98,0.0495453
138.012,0.039706
138.044,0.0325928
138.076,0.0277751
138.103,0.0252394
138.124,0.0240578
138.156,0.023575
138.187,0.0245529
138.218,0.0271332
138.25,0.0316496
138.277,0.0376084
138.304,0.0459495
138.332,0.0572744
138.359,0.0722696
138.391,0.0950047
138.423,0.124825
138.461,0.170912
138.506,0.241125
138.572,0.367326
138.657,0.533376
138.716,0.614785
138.768,0.640635
138.77,0.640665
138.819,0.618059
138.876,0.544194
138.976,0.348705
139.039,0.230072
139.082,0.166054
139.116,0.12455
139.15,0.092856
139.18,0.0709197
139.209,0.0546956
139.236,0.0435834
139.262,0.0351914
139.288,0.0289636
139.315,0.0244331
139.341,0.0212291
139.372,0.0188048
139.401,0.0175763
139.426,0.017248
139.46,0.0178329
139.489,0.0193881
139.518,0.0220809
139.548,0.026271
139.578,0.0321776
139.613,0.0416138
139.648,0.0541295
139.689,0.0727956
139.748,0.106886
139.851,0.170656
139.909,0.196066
139.963,0.205009
139.966,0.205057
140.02,0.197859
140.099,0.16851
140.172,0.140189
140.223,0.129235
140.245,0.127822
140.288,0.130903
140.36,0.148468
140.445,0.170801
140.492,0.174884
140.544,0.168799
140.597,0.151212
140.69,0.105494
140.76,0.0714788
140.799,0.0564059
140.835,0.0457639
140.864,0.0397672
140.892,0.0361721
140.924,0.0346952
140.943,0.0352321
140.969,0.037696
140.995,0.0423071
141.024,0.0502895
141.052,0.0616785
141.085,0.0792366
141.117,0.102348
141.151,0.134211
141.191,0.182412
141.236,0.250159
141.304,0.377537
141.399,0.563645
141.458,0.64273
141.51,0.667599
141.563,0.642401
141.617,0.568784
141.704,0.393167
141.773,0.253548
141.818,0.177555
141.855,0.129283
141.888,0.0948618
141.918,0.0707071
141.946,0.0539731
141.971,0.041933
141.996,0.0327222
142.022,0.0257753
142.047,0.0205971
142.073,0.0167703
142.101,0.0137031
142.128,0.0115624
142.16,0.00984049
142.199,0.00840558
142.238,0.00747345
142.27,0.00696301
142.333,0.00637344
142.367,0.00626474
142.419,0.00644807
142.453,0.00690621
142.488,0.00782025
142.519,0.00913136
142.549,0.0111346
142.577,0.0137371
142.604,0.0173252
142.632,0.0221468
142.662,0.0292659
142.691,0.0381614
142.725,0.0512055
142.766,0.0714042
142.823,0.10564
142.926,0.17426
142.983,0.201268
143.034,0.211023
143.039,0.21111
143.091,0.202944
143.142,0.180579
143.229,0.123945
143.298,0.0796064
143.34,0.0571476
143.377,0.0412259
143.407,0.0312069
143.437,0.0233828
143.463,0.0181657
143.49,0.0139831
143.518,0.0108601
143.545,0.00857084
143.572,0.00691885
143.595,0.00586729
143.622,0.00499778
143.656,0.00426287
143.695,0.00373483
143.75,0.00330914
143.823,0.00303341
143.933,0.00289002
143.97,0.00288586
144.075,0.00298581
144.146,0.00317631
144.216,0.00355687
144.265,0.00404424
144.308,0.00472664
144.343,0.0055925
144.378,0.00685692
144.409,0.00846483
144.441,0.0106585
144.473,0.0135868
144.508,0.0178796
144.547,0.0240524
144.589,0.0326255
144.648,0.0475023
144.758,0.0775561
144.818,0.0893352
144.874,0.0938255
144.883,0.0939121
144.94,0.090786
145.067,0.0754439
145.106,0.0740998
145.155,0.0776816
145.2,0.0865539
145.266,0.107065
145.351,0.135292
145.407,0.146382
145.435,0.147869
145.486,0.14288
145.539,0.128202
145.621,0.0938732
145.7,0.0595658
145.743,0.0439283
145.781,0.0332563
145.816,0.0256855
145.845,0.0209791
145.874,0.0176169
145.897,0.015825
145.92,0.0147867
145.943,0.0144802
145.967,0.0149054
145.994,0.0164167
146.022,0.0190962
146.05,0.0230551
146.078,0.0284184
146.111,0.0368621
146.151,0.0496903
146.197,0.068769
146.328,0.130822
146.386,0.14993
146.438,0.156426
146.44,0.156434
146.49,0.15102
146.543,0.134714
146.633,0.0929556
146.703,0.0604738
146.747,0.044149
146.786,0.0327598
146.82,0.0251554
146.851,0.0199277
146.878,0.0165082
146.906,0.0139213
146.936,0.0119721
146.974,0.0104818
147.02,0.00965893
147.05,0.00950869
147.111,0.00983364
147.184,0.0110295
147.256,0.0130556
147.314,0.0156143
147.357,0.0184812
147.397,0.0223592
147.433,0.0274049
147.464,0.0334841
147.495,0.04186
147.526,0.0533743
147.555,0.0678698
147.586,0.0885717
147.616,0.115938
147.65,0.154548
147.684,0.206085
147.726,0.285862
147.776,0.40323
147.918,0.795695
147.974,0.902248
148.029,0.941027
148.03,0.941034
148.078,0.91276
148.129,0.826141
148.208,0.619813
148.295,0.379664
148.344,0.269144
148.385,0.197751
148.418,0.15262
148.452,0.118383
148.482,0.0959342
148.508,0.0814925
148.538,0.0705045
148.568,0.0647196
148.591,0.0635357
148.618,0.0655277
148.646,0.0718919
148.675,0.0830324
148.703,0.0995811
148.732,0.122323
148.763,0.155205
148.8,0.205497
148.842,0.281428
148.894,0.3972
149.02,0.721177
149.076,0.827113
149.131,0.871855
149.139,0.872701
149.19,0.842947
149.249,0.741842
149.349,0.487426
149.417,0.317981
149.46,0.232006
149.497,0.171648
149.532,0.127265
149.562,0.0973386
149.593,0.074291
149.623,0.0569033
149.65,0.0453383
149.678,0.0360564
149.707,0.0291661
149.74,0.0233527
149.773,0.0192417
149.812,0.0158858
149.858,0.0132414
149.915,0.0111021
149.98,0.00956869
150.0,0.00923235
150.0,0.22114
162.5,0.20561
175.0,0.19074
187.5,0.17718
200.0,0.16558
225.0,0.14958
250.0,0.14135
275.0,0.1382
325.0,0.13673
350.0,0.13569
375.0,0.13425
400.0,0.1324
475.0,0.12448
550.0,0.11436
625.0,0.10389
700.0,0.094881
775.0,0.08871
850.0,0.084919
925.0,0.08259
1000.0,0.080806
1195.53,0.0747297
1250.0,0.073037
1494.41,0.0634433
1750.0,0.053411
2000.0,0.045689
2250.0,0.041566
2500.0,0.040338
2750.0,0.040751
3000.0,0.041547
3500.0,0.041162
4000.0,0.038591
4500.0,0.035135
5000.0,0.032095
5500.0,0.030459
6000.0,0.029965
7000.0,0.030102
7750.0,0.029321
8500.0,0.027649
10000.0,0.023315
11955.3,0.0193708
12500.0,0.018272
14944.1,0.0162913
15000.0,0.016246
17500.0,0.016128
20000.0,0.016812
23910.6,0.0173063
27500.0,0.01776
32877.1,0.0172022
35000.0,0.016982
40000.0,0.015992
40000.0,0.0159915
50000.0,0.0143212
55000.0,0.0141311
67500.0,0.0150305
81250.0,0.01591
92500.0,0.016074
115000.0,0.0156901
125000.0,0.0161141
145000.0,0.017699
162500.0,0.0188435
180000.0,0.0207329
200000.0,0.0212562
225000.0,0.0247099
245000.0,0.0268511
275000.0,0.0315089
312500.0,0.0357081
362500.0,0.0449001
393750.0,0.052801
425000.0,0.0641611
493750.0,0.095467
537500.0,0.12229
581250.0,0.155435
606250.0,0.182985
637500.0,0.2307
687500.0,0.324771
725000.0,0.412262
756250.0,0.511315
800000.0,0.670547
862500.0,0.838692
912500.0,1.0076
1050000.0,1.3931
1175000.0,1.60945
1300000.0,1.7401
1575000.0,1.85785
1600000.0,1.8591
1850000.0,1.8403
2500000.0,1.8987
3567740.0,1.83871
4500000.0,1.7987
5750000.0,1.6973
6125000.0,1.7403
6375000.0,1.8334
6625000.0,1.9898
7000000.0,2.2857
7375000.0,2.42355
7750000.0,2.4473
8500000.0,2.416
1.0E7,2.4381
1.15E7,2.3737
1.275E7,2.4353
1.45E7,2.6034
1.5E7,2.6112
1.75E7,2.4752
1.975E7,2.33265
2.0E7,2.3292
2.4E7,2.5112
2.7E7,2.5313
3.0E7,2.5024
