96-Cm-244(n,total fission) ENDF/B-VII.1
516.136,0.258597
517.751,0.263795
518.491,0.274563
518.939,0.292511
519.173,0.316867
519.289,0.344288
519.387,0.387916
519.465,0.449178
519.525,0.523347
519.586,0.634026
519.638,0.76314
519.689,0.935655
519.74,1.16174
519.801,1.51823
519.869,2.03555
519.941,2.74203
520.034,3.8991
520.293,7.68537
520.398,8.76147
520.498,9.13271
520.5,9.1328
520.589,8.84692
520.684,7.97137
520.828,5.94652
520.983,3.66615
521.072,2.60273
521.143,1.92991
521.205,1.47744
521.266,1.13127
521.317,0.912313
521.369,0.745577
521.43,0.600309
521.485,0.508582
521.555,0.4306
521.625,0.380998
521.729,0.338108
521.868,0.310007
522.008,0.295557
522.335,0.278595
522.663,0.270064
523.974,0.257761
530.133,0.251288
567.934,0.250221
593.485,0.252597
594.557,0.25661
595.052,0.266231
595.19,0.276791
595.328,0.302126
595.431,0.341751
595.522,0.402614
595.597,0.480097
595.673,0.589517
595.758,0.758198
595.848,0.994046
595.978,1.4209
596.174,2.1161
596.295,2.41118
596.4,2.49962
596.507,2.4058
596.62,2.13171
596.922,1.08178
597.026,0.796195
597.112,0.616333
597.18,0.508844
597.256,0.422717
597.344,0.356157
597.431,0.315242
597.548,0.285619
597.665,0.271539
597.94,0.260355
599.315,0.252718
603.554,0.251052
609.476,0.25449
610.496,0.260662
610.981,0.273125
611.161,0.290479
611.269,0.31424
611.378,0.359828
611.467,0.425459
611.542,0.509242
611.616,0.628429
611.69,0.791218
611.768,1.01478
611.866,1.37728
612.036,2.16201
612.191,2.86044
612.305,3.20041
612.4,3.29626
612.499,3.19265
612.618,2.82565
612.931,1.38783
613.027,1.03106
613.114,0.780593
613.188,0.620692
613.263,0.503875
613.326,0.431807
613.411,0.366402
613.494,0.326662
613.615,0.294687
613.777,0.276114
614.1,0.264208
615.549,0.254881
616.371,0.254217
618.121,0.258764
618.591,0.267894
618.736,0.277756
618.882,0.301397
618.992,0.339069
619.068,0.383599
619.149,0.454185
619.231,0.557006
619.312,0.699581
619.396,0.895284
619.512,1.24382
619.783,2.1735
619.906,2.44953
620.0,2.51849
620.107,2.42881
620.22,2.16271
620.531,1.10521
620.636,0.815584
620.717,0.644463
620.798,0.516671
620.879,0.426103
620.957,0.366737
621.043,0.324369
621.146,0.294793
621.284,0.275533
621.49,0.264576
622.138,0.256343
625.041,0.252075
626.376,0.253927
626.699,0.262079
626.865,0.279413
627.005,0.311796
627.116,0.356243
627.255,0.44011
627.595,0.713797
627.731,0.778834
627.8,0.787762
627.911,0.764597
628.049,0.681558
628.345,0.439884
628.463,0.366632
628.568,0.32105
628.693,0.286835
628.846,0.265981
629.068,0.25576
630.954,0.251485
631.973,0.251416
636.302,0.255145
636.672,0.262843
636.851,0.280207
636.97,0.307481
637.059,0.34256
637.155,0.399511
637.253,0.484314
637.378,0.633128
637.661,1.05198
637.799,1.19261
637.9,1.22677
638.012,1.18491
638.138,1.05161
638.443,0.605453
638.562,0.470004
638.669,0.383666
638.759,0.334965
638.878,0.29517
638.997,0.274451
639.176,0.261693
639.8,0.255344
640.364,0.254833
643.335,0.261794
644.471,0.275739
645.006,0.294445
645.293,0.316122
645.521,0.35143
645.664,0.393765
645.783,0.453636
645.876,0.526761
645.966,0.627455
646.055,0.768412
646.155,0.986776
646.263,1.30106
646.407,1.84205
646.665,2.89772
646.8,3.25289
646.9,3.33778
647.012,3.23081
647.138,2.88565
647.485,1.48094
647.589,1.13808
647.678,0.905916
647.768,0.728698
647.863,0.591691
647.967,0.48967
648.071,0.423137
648.16,0.385092
648.279,0.351603
648.469,0.320668
648.659,0.303167
649.039,0.284265
649.841,0.268281
650.865,0.263689
651.281,0.272707
651.463,0.290299
651.584,0.313745
651.719,0.356742
651.88,0.433606
652.182,0.608205
652.333,0.659372
652.4,0.665056
652.533,0.642494
652.703,0.561793
652.99,0.394272
653.138,0.333442
653.301,0.292949
653.448,0.273867
653.67,0.261967
654.526,0.25456
675.103,0.250446
689.37,0.253942
689.979,0.262714
690.17,0.280105
690.297,0.308502
690.392,0.346256
690.487,0.404685
690.582,0.489558
690.694,0.626682
690.835,0.854813
691.056,1.2466
691.196,1.41426
691.3,1.45533
691.422,1.39909
691.564,1.21386
691.856,0.702936
691.976,0.536054
692.079,0.431809
692.183,0.360425
692.297,0.311518
692.392,0.287761
692.519,0.270806
692.773,0.259551
693.259,0.25672
693.823,0.259981
694.092,0.272985
694.226,0.293276
694.343,0.328646
694.437,0.375886
694.531,0.446217
694.635,0.556697
694.753,0.724572
695.064,1.26767
695.195,1.42308
695.3,1.46449
695.413,1.4162
695.544,1.25459
695.86,0.702746
695.965,0.556358
696.065,0.448986
696.166,0.37364
696.267,0.324507
696.367,0.294501
696.535,0.270149
696.804,0.258862
698.385,0.253963
701.425,0.260531
702.45,0.274651
702.898,0.2959
703.078,0.318334
703.2,0.348671
703.312,0.39965
703.392,0.459287
703.472,0.548521
703.552,0.678991
703.624,0.842673
703.704,1.08834
703.792,1.44905
703.888,1.95838
704.021,2.83707
704.259,4.53363
704.387,5.15206
704.5,5.34114
704.613,5.15054
704.738,4.54666
705.069,2.22158
705.171,1.62743
705.257,1.23429
705.34,0.944064
705.408,0.764586
705.483,0.616311
705.558,0.510922
705.634,0.437822
705.732,0.376415
705.82,0.342529
705.961,0.311859
706.172,0.290462
706.499,0.275955
707.268,0.262811
709.442,0.254299
710.483,0.253504
711.556,0.258248
711.77,0.270137
711.942,0.29524
712.071,0.329884
712.221,0.391815
712.565,0.58122
712.717,0.633959
712.8,0.64212
712.942,0.618512
713.126,0.532664
713.372,0.394845
713.515,0.334258
713.658,0.294685
713.851,0.267551
714.173,0.254829
719.14,0.250742
723.223,0.250597
729.705,0.253357
730.264,0.259839
730.507,0.275367
730.674,0.303675
730.813,0.347334
730.951,0.415581
731.135,0.542791
731.391,0.728929
731.537,0.787053
731.6,0.793254
731.731,0.766744
731.894,0.673177
732.204,0.442724
732.353,0.361628
732.481,0.315437
732.645,0.281484
732.766,0.268571
733.009,0.257897
734.321,0.251672
739.179,0.250601
744.317,0.253052
744.679,0.258794
744.892,0.275516
745.026,0.301637
745.145,0.344065
745.265,0.411683
745.385,0.508818
745.558,0.694311
745.761,0.921606
745.904,1.02486
746.0,1.04644
746.128,1.00819
746.277,0.882627
746.588,0.534162
746.708,0.430605
746.815,0.363521
746.921,0.31788
747.054,0.283982
747.235,0.263215
747.619,0.253503
750.925,0.250938
756.854,0.254312
758.046,0.264148
758.348,0.275995
758.585,0.301405
758.728,0.332384
758.87,0.382753
759.03,0.468717
759.273,0.65009
759.492,0.807621
759.643,0.864231
759.7,0.869067
759.842,0.839134
760.014,0.737332
760.337,0.489928
760.478,0.406978
760.625,0.346712
760.744,0.314918
760.921,0.287086
761.135,0.271468
761.597,0.260165
763.613,0.252638
767.171,0.251528
774.061,0.255534
775.611,0.262659
776.386,0.274092
776.829,0.291386
777.05,0.312356
777.189,0.339267
777.292,0.374911
777.396,0.434401
777.483,0.512817
777.569,0.629731
777.648,0.7817
777.725,0.984451
777.814,1.29375
777.914,1.75212
778.027,2.41442
778.344,4.57655
778.478,5.20758
778.6,5.40908
778.722,5.2061
778.86,4.54923
779.203,2.22182
779.313,1.61869
779.405,1.2207
779.484,0.957774
779.562,0.75889
779.641,0.613381
779.724,0.505471
779.811,0.429568
779.915,0.372019
779.984,0.347136
780.122,0.316492
780.26,0.299784
780.634,0.279237
781.257,0.266196
782.364,0.25799
786.845,0.252515
788.648,0.256924
788.915,0.270546
789.075,0.295736
789.219,0.341764
789.339,0.405223
789.459,0.495943
789.646,0.684484
789.878,0.925269
790.019,1.01201
790.1,1.02628
790.237,0.986123
790.382,0.869737
790.698,0.534386
790.826,0.42837
790.954,0.353525
791.039,0.319456
791.146,0.290981
791.253,0.273918
791.466,0.259049
792.235,0.252727
793.8,0.251971
795.578,0.253343
796.155,0.260798
796.315,0.272444
796.475,0.300088
796.595,0.339659
796.715,0.402914
796.836,0.494768
796.993,0.656614
797.235,0.934741
797.38,1.05066
797.5,1.08337
797.637,1.0407
797.799,0.898555
798.108,0.547699
798.237,0.43642
798.349,0.366331
798.455,0.32104
798.589,0.28701
798.77,0.26576
798.995,0.257455
799.55,0.25473
800.781,0.259527
801.046,0.268276
801.193,0.283125
801.311,0.308362
801.399,0.341206
801.502,0.402953
801.59,0.483817
801.682,0.602386
801.777,0.771603
801.892,1.03841
802.073,1.56775
802.255,2.0981
802.387,2.35703
802.5,2.43303
802.62,2.34678
802.752,2.07911
803.101,1.05707
803.218,0.780219
803.312,0.611234
803.407,0.486974
803.489,0.40971
803.566,0.359039
803.654,0.319666
803.772,0.288924
803.948,0.268473
804.219,0.259241
805.853,0.252977
807.869,0.252261
813.25,0.257055
814.168,0.267746
814.359,0.279919
814.487,0.29932
814.582,0.326359
814.678,0.371482
814.767,0.438068
814.857,0.537658
814.946,0.680037
815.035,0.873811
815.134,1.15403
815.261,1.61104
815.55,2.76786
815.683,3.12461
815.8,3.23424
815.919,3.1217
816.059,2.73613
816.409,1.34828
816.52,0.992962
816.616,0.758125
816.696,0.610092
816.775,0.500051
816.855,0.421311
816.935,0.366921
817.03,0.324919
817.126,0.299948
817.279,0.280016
817.585,0.268226
818.197,0.264631
819.619,0.271273
820.288,0.28222
820.808,0.300618
821.18,0.329941
821.365,0.362535
821.477,0.39904
821.57,0.449546
821.644,0.512055
821.718,0.604808
821.793,0.741537
821.858,0.911322
821.923,1.14339
821.991,1.4742
822.054,1.87289
822.127,2.47704
822.2,3.25348
822.284,4.37214
822.387,6.09705
822.554,9.49743
822.755,13.5561
822.887,15.3255
823.0,15.8448
823.119,15.2697
823.245,13.5487
823.461,9.1707
823.625,5.88111
823.727,4.21594
823.81,3.12997
823.883,2.38015
823.957,1.79926
824.019,1.41735
824.087,1.10605
824.152,0.883853
824.217,0.721597
824.282,0.604811
824.356,0.511904
824.449,0.437076
824.56,0.384156
824.635,0.36196
824.82,0.329225
825.192,0.299716
825.712,0.281029
826.715,0.266093
829.889,0.254788
840.181,0.251251
844.657,0.255405
844.948,0.264218
845.149,0.287221
845.289,0.323993
845.4,0.374208
845.512,0.449284
845.632,0.561832
845.786,0.749898
846.041,1.08907
846.179,1.2143
846.3,1.25209
846.427,1.20979
846.584,1.05954
846.913,0.623325
847.04,0.489674
847.149,0.404632
847.261,0.343944
847.373,0.304972
847.485,0.281613
847.68,0.262701
848.099,0.254186
850.644,0.251732
855.187,0.256115
856.133,0.26596
856.401,0.279891
856.534,0.297944
856.668,0.334274
856.78,0.389687
856.869,0.459586
856.958,0.560653
857.048,0.700767
857.145,0.904765
857.255,1.20568
857.416,1.75129
857.65,2.56821
857.786,2.87855
857.9,2.96719
858.02,2.86953
858.15,2.56709
858.394,1.71622
858.54,1.22025
858.65,0.918172
858.75,0.705066
858.839,0.564058
858.917,0.473069
859.007,0.399077
859.091,0.351514
859.219,0.308562
859.346,0.2863
859.6,0.268808
860.47,0.258097
861.577,0.256147
863.076,0.259907
863.833,0.27167
864.043,0.285428
864.183,0.307821
864.285,0.339038
864.38,0.388105
864.459,0.451421
864.538,0.543387
864.617,0.673061
864.695,0.850006
864.785,1.11872
864.881,1.49909
864.986,2.02121
865.342,4.13432
865.47,4.65964
865.6,4.85563
865.6,4.85563
865.726,4.67057
865.847,4.1889
866.056,2.95901
866.229,1.93502
866.342,1.39979
866.438,1.04253
866.525,0.799742
866.606,0.631258
866.676,0.524692
866.764,0.4307
866.852,0.369104
866.939,0.329909
867.045,0.301868
867.206,0.280779
867.479,0.268072
868.458,0.25814
869.316,0.256641
870.383,0.263086
870.612,0.27547
870.765,0.297798
870.891,0.334671
870.99,0.382868
871.089,0.454652
871.188,0.555894
871.295,0.702198
871.428,0.937628
871.738,1.56229
871.884,1.75922
872.0,1.81121
872.131,1.74438
872.279,1.53162
872.637,0.815738
872.766,0.612959
872.869,0.492855
872.961,0.414669
873.075,0.348266
873.174,0.312016
873.327,0.28125
873.555,0.263719
874.135,0.255441
879.568,0.251118
882.817,0.253038
883.437,0.258696
883.685,0.271044
883.865,0.294079
884.032,0.335698
884.199,0.404086
884.429,0.538133
884.682,0.686745
884.845,0.736249
884.9,0.739723
885.059,0.710782
885.232,0.625462
885.56,0.424606
885.712,0.355226
885.842,0.31418
886.028,0.279965
886.214,0.264275
886.76,0.253798
892.104,0.250689
897.801,0.254831
898.329,0.264193
898.561,0.280629
898.734,0.307011
898.916,0.355213
899.097,0.427353
899.461,0.59526
899.641,0.63924
899.7,0.642307
899.84,0.625335
900.047,0.550156
900.377,0.395061
900.567,0.330307
900.691,0.302216
900.856,0.278906
901.166,0.260898
901.682,0.254376
906.173,0.250885
911.273,0.253839
912.387,0.263743
912.696,0.278933
912.85,0.296074
913.034,0.332616
913.211,0.391626
913.417,0.491214
913.739,0.6652
913.905,0.718856
914.0,0.727629
914.154,0.704636
914.356,0.618241
914.711,0.42516
914.901,0.351196
915.091,0.305568
915.316,0.277965
915.542,0.265896
916.342,0.25526
921.471,0.250877
924.605,0.253989
924.958,0.263347
925.17,0.285191
925.318,0.318362
925.467,0.37493
925.618,0.462527
925.848,0.64241
926.051,0.801225
926.215,0.878225
926.3,0.889089
926.436,0.861413
926.594,0.769529
926.971,0.469575
927.121,0.380808
927.236,0.332982
927.373,0.29552
927.515,0.273732
927.656,0.262495
927.938,0.2545
934.227,0.25033
936.512,0.250305
944.901,0.253079
945.41,0.259556
945.637,0.273869
945.789,0.296486
945.909,0.327705
946.043,0.381741
946.177,0.460068
946.373,0.615587
946.639,0.841265
946.802,0.926565
946.9,0.941787
947.046,0.90817
947.207,0.806066
947.565,0.501455
947.721,0.400109
947.855,0.339919
948.007,0.29743
948.185,0.271697
948.471,0.257343
949.827,0.251369
956.072,0.250377
967.821,0.253743
969.251,0.260903
969.738,0.270646
970.043,0.289172
970.23,0.315758
970.373,0.351844
970.503,0.403221
970.651,0.489219
970.816,0.622435
971.233,1.03436
971.386,1.12877
971.5,1.15132
971.642,1.11607
971.809,0.998408
972.212,0.596697
972.362,0.480011
972.513,0.395598
972.639,0.348116
972.817,0.307209
972.995,0.285601
973.393,0.266805
974.23,0.257008
979.451,0.250799
998.752,0.250095
1000.0,0.250089
1000.0,0.2833
1132.64,0.269306
1257.08,0.258126
1411.82,0.246221
1591.37,0.234518
1726.72,0.22686
1904.41,0.218
2000.0,0.2137
2151.15,0.20209
2286.41,0.192859
2447.07,0.183074
2574.93,0.176063
2779.35,0.166047
3000.0,0.1566
3408.66,0.151892
3751.29,0.148454
4330.87,0.143442
5000.0,0.1386
5613.08,0.132053
6073.66,0.127767
6676.5,0.122807
7000.0,0.1204
7913.08,0.11498
8603.02,0.111425
9510.8,0.107303
10000.0,0.1053
11326.4,0.101701
12570.8,0.098783
14118.2,0.0956322
15988.1,0.0923678
18561.8,0.0885972
20000.0,0.08677
21039.8,0.0842846
22991.2,0.0801052
25193.3,0.0760122
26814.5,0.0733421
28898.2,0.0702614
30000.0,0.06877
32852.4,0.0660722
35168.4,0.0641185
38952.0,0.0612958
43142.6,0.0585974
48189.7,0.0558095
50000.0,0.05491
59160.8,0.0536261
70000.0,0.0523722
83666.0,0.051075
100000.0,0.04981
100000.0,0.0498101
170136.0,0.0676233
200000.0,0.0743009
280161.0,0.121147
311186.0,0.142495
394112.0,0.213773
400000.0,0.219205
430020.0,0.295749
462937.0,0.400808
500000.0,0.550894
568716.0,0.773918
604213.0,0.914745
656570.0,1.24755
700000.0,1.58297
800000.0,1.853
1000000.0,2.21099
1536870.0,2.06155
2000000.0,1.98699
3000000.0,2.121
5000000.0,1.86901
6000000.0,1.84201
7000000.0,2.47999
8000000.0,2.79998
9000000.0,2.88625
1.6E7,2.92242
2.0E7,2.9
