94-Pu-238(n,total fission) ENDF/B-VII.1
2685.03,1.65945
2716.07,1.81794
2741.69,1.95854
2769.41,2.12127
2794.59,2.27925
2820.0,2.449
2863.96,2.29857
2897.38,2.19185
2948.24,2.04098
3000.0,1.9005
3051.82,1.77169
3095.88,1.67062
3145.69,1.56483
3199.96,1.45891
3249.59,1.36973
3300.0,1.286
3323.68,1.18088
3346.04,1.09014
3367.13,1.01142
3387.03,0.942793
3405.79,0.882688
3431.79,0.806146
3455.83,0.741767
3477.55,0.688348
3497.61,0.642725
3522.29,0.591024
3544.03,0.54921
3563.16,0.515056
3587.37,0.475096
3607.76,0.444045
3630.6,0.411848
3647.83,0.389242
3673.82,0.357638
3700.0,0.3286
3717.66,0.353748
3734.67,0.379659
3756.52,0.415552
3777.11,0.452277
3796.53,0.489649
3814.82,0.527486
3832.05,0.565609
3855.9,0.622651
3877.91,0.680039
3897.79,0.736067
3916.11,0.791527
3938.64,0.865057
3958.46,0.934977
3975.88,1.00078
3997.9,1.09016
4016.43,1.17107
4037.16,1.26827
4059.49,1.38138
4079.7,1.49178
4100.0,1.611
4126.06,1.48879
4151.19,1.38036
4175.17,1.28483
4198.28,1.19946
4213.12,1.14791
4242.01,1.05426
4269.28,0.973403
4295.01,0.903244
4319.26,0.84207
4342.13,0.788488
4373.81,0.720242
4403.09,0.662832
4429.54,0.615187
4453.96,0.57449
4483.99,0.528365
4510.44,0.491054
4533.71,0.460575
4563.15,0.424909
4587.94,0.397191
4615.7,0.368445
4645.63,0.339951
4672.74,0.316196
4700.0,0.2941
4736.49,0.32063
4768.66,0.345799
4809.42,0.380282
4843.81,0.411772
4882.39,0.449919
4922.51,0.492962
4950.04,0.524648
4983.29,0.56537
5017.18,0.609815
5050.63,0.656787
5082.19,0.704103
5126.43,0.775648
5166.48,0.846071
5203.5,0.916299
5226.27,0.962079
5269.23,1.05417
5307.11,1.14195
5340.48,1.22474
5382.75,1.33745
5418.38,1.43971
5458.34,1.56282
5488.5,1.66202
5534.06,1.82274
5580.0,1.999
5687.47,1.86101
5783.2,1.74811
5905.91,1.61578
6010.6,1.51276
6129.39,1.40574
6254.34,1.3033
6340.99,1.23776
6446.56,1.16346
6500.0,1.128
6560.49,1.04102
6613.89,0.970437
6681.66,0.88841
6738.92,0.825111
6803.26,0.759913
6870.26,0.698068
6916.32,0.658813
6971.99,0.61461
7023.71,0.576496
7092.33,0.529933
7154.52,0.491334
7212.07,0.458395
7280.84,0.42222
7343.79,0.391877
7399.33,0.367121
7471.21,0.337628
7511.54,0.322245
7582.64,0.296992
7656.66,0.273022
7707.55,0.257797
7769.06,0.240644
7800.0,0.2325
7834.14,0.250254
7867.0,0.268544
7909.2,0.293875
7948.96,0.319789
7986.42,0.346155
8021.7,0.372844
8054.92,0.399731
8100.88,0.439955
8143.29,0.480413
8181.56,0.519907
8216.83,0.558994
8260.17,0.610806
8298.27,0.660067
8331.76,0.706418
8374.08,0.769368
8409.66,0.826347
8449.46,0.89478
8492.31,0.974403
8531.07,1.0521
8570.0,1.136
8653.06,1.08963
8810.96,1.00774
8951.49,0.941145
9076.29,0.886496
9235.74,0.822241
9371.35,0.772056
9524.7,0.719766
9691.8,0.667664
9844.7,0.624004
10000.0,0.5832
11955.3,0.686977
13554.0,0.771828
15000.0,0.8474
17932.9,0.841182
20000.0,0.8368
21147.4,0.790467
22399.7,0.745371
23850.5,0.699105
25000.0,0.6663
29888.2,0.745001
30000.0,0.7468
35000.0,0.7866
40000.0,0.6996
45000.0,0.682382
50000.0,0.6672
60000.0,0.61202
60000.0,0.612
65000.0,0.566969
70000.0,0.543656
80000.0,0.603904
100000.0,0.661783
111250.0,0.595497
115000.0,0.587365
120625.0,0.593259
135000.0,0.67422
140000.0,0.675944
150000.0,0.672759
175000.0,0.76568
200000.0,0.753988
250000.0,0.884392
300000.0,0.884487
500000.0,1.3114
600000.0,1.64099
800000.0,1.9426
2050000.0,2.22301
2500000.0,2.2416
4272620.0,2.1076
5500000.0,2.0305
5950000.0,2.1032
6400000.0,2.35514
7050000.0,2.70244
9000000.0,2.8332
1.38E7,2.74044
1.64E7,2.74635
2.2E7,2.66424
2.6E7,2.68497
3.0E7,2.65623

